pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
"Gila, Graham, Greenlee & Pinal (East) Counties",0400800,0400800,"Gila, Graham, Greenlee & Pinal (East) Counties",0400400,2010,mountain division,0,800,00800,13.546613,86.453384,1.0138513,15.988341,76000,48000,65.997665,11.873918,22.128414,81.361702,4.3044214,14.333876,.52467531,0,4.0949602,7.566431,39.744858,28.359016,85000,127400,48000,55000,39440,23000
Coconino County--Flagstaff City,0400400,0400400,Coconino County--Flagstaff City,0400500,2010,mountain division,5,400,00400,25.863037,74.136963,8.2868137,36.380589,87000,36000,50.420998,5.3090687,44.269928,73.743858,2.090503,24.16564,.85081065,.17448829,31.680292,18.216171,19.03739,59.148735,90000,50000,69200,57000,62020,23300
Mohave & La Paz Counties--Lake Havasu City,0400600,0400600,Mohave & La Paz Counties--Lake Havasu City,0400601,2010,mountain division,0,600,00600,16.100334,83.899666,15.94203,22.136276,63100,35000,60.614754,6.2257371,33.159512,77.76268,14.371981,7.8653378,2.0190253,100,0,17.66477,3.3038623,33.845882,70050,8000,70100,39500,54400,32000
Mohave & La Paz Counties--Lake Havasu City,0400600,0400600,Mohave & La Paz Counties--Lake Havasu City,0400602,2010,mountain division,0,600,00600,16.100334,83.899666,15.94203,22.136276,63100,35000,60.614754,6.2257371,33.159512,77.76268,14.371981,7.8653378,2.0190256,100,0,17.66477,3.3038621,33.845886,70050,8000,70100,39500,54400,32000
Yuma County--Yuma City,0400700,0400700,Yuma County--Yuma City,0400701,2010,mountain division,27,700,00700,11.784289,88.215714,2.6176925,21.513834,83000,34700,68.981483,6.8579888,24.160528,81.327126,10.298074,8.3747978,.31699511,22.915831,0,16.712225,2.5730054,40.599434,83030,83000,89200,39900,27700,22800
Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,0400111,0400105,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,0400803,2010,mountain division,13,105,00105,12.296017,87.703979,.002831243,14.869539,79000,50000,69.191811,13.113729,17.694462,88.282318,.0016096985,11.716075,.0018535625,,.010198594,6.3571558,44.655174,26.081329,80000,,50000,54500,36000,23000
Pinal County (North)--Apache Junction City,0400803,0400800,Pinal County (North)--Apache Junction City,0400805,2010,mountain division,0,800,00800,12.38992,87.610077,.088217124,14.957601,79000,50000,68.941498,13.017321,18.04118,87.680428,.37381852,11.945755,.042451203,0,.42689419,6.4482903,44.302517,26.301226,80000,127400,50000,54500,36000,23000
"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",0400807,0400800,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",0400807,2010,mountain division,0,800,00800,12.290486,87.709511,.00054227788,14.869912,79000,50000,69.192467,13.113811,17.693727,88.27829,.00058219419,11.721126,.00011101931,,.0037903523,6.3573918,44.655479,26.082914,80000,,50000,54500,36000,23000
"Gila, Graham, Greenlee & Pinal (East) Counties",0400800,0400800,"Gila, Graham, Greenlee & Pinal (East) Counties",0400900,2010,mountain division,0,800,00800,15.36358,84.636421,2.1852,17.661215,70400,41500,61.218895,10.018306,28.7628,73.371742,9.2751236,17.353134,1.2535089,0,7.2925076,9.6122932,30.119619,30.453222,85000,127400,48000,55000,39440,20260
Navajo & Apache Counties,0400300,0400300,Navajo & Apache Counties,0401000,2010,mountain division,0,300,00300,10.490767,89.509232,8.7612066,24.730156,63100,40000,53.830357,11.424205,34.745441,75.387123,7.0089655,17.603912,5.6756759,40.988369,9.1435184,10.735517,45.401337,39.61512,63100,73000,67700,50400,20000,21800
Yuma County--Yuma City,0400700,0400700,Yuma County--Yuma City,0401101,2010,mountain division,27,700,00700,11.194716,88.805283,0,21.433506,83030,34400,70.061241,6.9395838,22.999172,82.027397,9.497716,8.4748859,0,0,0,16.605869,2.4883873,41.856041,88000,83000,89200,40000,27700,22800
Pima County (West),0400201,0400207,Pima County (West),0401901,2010,mountain division,19,207,00207,13.537163,86.462837,.18545888,17.324356,82000,44000,63.059956,13.480361,23.459686,93.975243,1.98891,4.0358491,.12554215,0,1.6720235,14.869526,14.561337,25.510651,82000,71700,90000,46000,48000,29770
Pima County (West),0400201,0400207,Pima County (West),0401902,2010,mountain division,19,207,00207,17.822557,82.177444,4.7090101,18.42317,83300,43800,61.785553,13.898075,24.316368,83.483879,6.0651045,10.451015,3.429795,0,17.660332,14.975789,13.887684,29.774899,86000,105000,49000,50000,43800,26000
"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",0400805,0400800,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",0401903,2010,mountain division,0,800,00800,31.518391,68.481613,12.005185,14.152309,87200,58500,67.58802,9.7064753,22.705507,78.05883,5.4304619,16.510702,8.8511543,0,30.865297,6.891068,8.4929333,38.186371,100000,150000,45100,63000,61100,32000
Pima County (Northeast),0400204,0400203,Pima County (Northeast),0401904,2010,mountain division,19,203,00203,65.726288,34.273712,1.329214,18.144815,130000,44400,69.410233,6.6609807,23.928783,87.828056,1.7136332,10.458307,1.5073779,0,.050803691,16.802933,.61866826,26.915916,138600,56000,66000,64300,85000,23300
Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,0400205,0400207,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,0401905,2010,mountain division,19,207,00207,23.424812,76.575188,2.0893126,12.943215,88000,56200,68.640831,12.30989,19.049278,82.811653,3.0707424,14.117601,0,0,14.799346,9.74681,17.408913,21.575127,96700,65700,43200,64000,50000,37000
Tucson City (Southeast),0400209,0400206,Tucson City (Southeast),0401906,2010,mountain division,19,206,00206,19.625381,80.374619,3.0778058,23.212078,81400,36300,50.270813,16.293148,33.436035,66.423218,12.330899,21.245878,1.602663,0,9.4760275,14.803663,17.253723,38.757526,91000,105000,43200,47020,37100,20000
Tucson City (Northeast),0400206,0400202,Tucson City (Northeast),0401907,2010,mountain division,19,202,00202,16.866488,83.133514,2.4882338,32.649891,78800,28500,45.713444,22.540779,31.745777,58.96455,21.497694,19.537754,3.7798896,0,1.3278841,28.172318,26.978466,43.124474,78800,105000,56900,37000,28300,17900
Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,0400205,0400207,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,0401908,2010,mountain division,19,207,00207,11.295666,88.70433,.34618029,30.879284,70000,30340,50.342495,20.126734,29.530773,86.164223,6.139823,7.6959529,0,0,4.4982119,20.824879,40.318333,41.586308,63000,132200,130000,41700,25100,29000
Tucson City (Southeast),0400209,0400206,Tucson City (Southeast),0401909,2010,mountain division,19,206,00206,17.149767,82.850235,3.0163217,19.145432,80200,37000,51.589947,12.48746,35.922588,74.954437,4.6174812,20.428082,0,0,14.765565,7.5535989,15.110251,37.195671,88000,78804,42000,42000,48000,20800
Yavapai County,0400500,0400500,Yavapai County,0402502,2010,mountain division,25,500,00500,17.700415,82.299583,3.3512282,25.6709,80000,43600,66.81012,13.942829,19.247051,93.99707,1.6105417,4.3923864,0,100,39.629631,12.196911,68.858215,41.156151,80000,2950,27300,53600,12000,33100
Yavapai County,0400500,0400500,Yavapai County,0402503,2010,mountain division,25,500,00500,17.706797,82.293205,3.3569038,25.676796,80000,43600,66.799973,13.93583,19.264198,93.970291,1.6115936,4.4181132,.00089295337,99.80481,39.555725,12.199893,68.841728,41.183151,80000,2950,27300,53600,12000,33100
Washington County,0500200,0500200,Washington County,0500101,2010,west south central div,143,200,00200,25.523726,74.476273,.079222396,12.643884,109470,49000,76.951073,2.1757448,20.873182,93.773979,.23075594,5.995266,.000089791982,0,1.3200115,5.35958,20.141531,38.716675,115000,26000,72000,54000,65000,19000
Benton County,0500100,0500100,Benton County,0500102,2010,west south central div,7,100,00100,25.519651,74.480347,0,12.576103,109470,49000,77.048378,2.1471393,20.80448,93.889458,.21024077,5.9003053,0,,0,5.3261752,19.805195,38.679771,115000,,86000,54000,65000,19000
Benton County,0500100,0500100,Benton County,0500201,2010,west south central div,7,100,00100,26.367241,73.632759,10.916198,22.287498,73000,37000,63.155205,6.1877923,30.657001,78.043213,3.0450246,18.911766,.000092887785,0,57.721348,11.105867,37.380878,42.275871,87000,219000,14000,44000,27000,22500
Washington County,0500200,0500100,Washington County,0500202,2010,west south central div,7,100,00100,26.369106,73.63089,10.917747,22.289511,73000,37000,63.152634,6.1882644,30.6591,78.041374,3.0454769,18.913151,0,0,57.725693,11.106973,37.387173,42.276344,87000,219000,14000,44000,27000,22500
"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",0500300,0500300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",0500300,2010,west south central div,0,300,00300,17.854704,82.145294,.50488168,14.079705,63000,38020,73.656281,4.2644472,22.079271,90.405502,.001606503,9.5928888,.5520494,,.060447432,7.2399139,.25650403,39.567039,63000,,51000,47000,33000,15000
"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",0500400,0501200,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",0500400,2010,west south central div,0,1200,01200,13.285549,86.714447,9.6679296,22.291557,81000,32000,68.796654,7.94207,23.26128,88.340912,.030547976,11.628539,10.943888,,0,11.979947,76.780823,34.184566,81000,,88400,38000,16000,15800
"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",0500500,0500500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",0500500,2010,west south central div,0,500,00500,17.034254,82.965744,3.9752748,22.390923,78200,32000,65.549034,8.2726021,26.178366,92.211273,1.8049834,5.9837441,3.4649301,0,13.038971,12.21939,33.432655,44.370537,87000,27160,38000,40000,32000,19000
"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",0500700,0500700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",0500600,2010,west south central div,0,700,00700,17.694065,82.305939,5.5853591,23.539671,90000,28600,42.502022,11.496688,46.001289,83.089134,.42414087,16.486723,.13471299,,33.199001,7.4846597,38.856438,34.545414,100000,,40500,46500,28600,18000
"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",0500500,0500500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",0500700,2010,west south central div,0,500,00500,17.027533,82.972466,3.2775218,22.059139,80800,31100,60.026325,8.4361773,31.537497,89.145538,1.7009268,9.1535311,1.9647703,0,16.671347,10.957059,29.002884,41.332653,87500,43000,38000,42200,35000,18800
"White, Jackson, Prairie & Woodruff Counties",0500800,0500800,"White, Jackson, Prairie & Woodruff Counties",0500800,2010,west south central div,0,800,00800,18.215527,81.78447,.0048077628,22.268932,85000,37000,59.486355,7.1539574,33.359692,82.382721,10.291613,7.3256693,0,0,.065628991,6.9573412,13.02353,51.554932,94500,43000,63700,44200,47800,22000
Faulkner & Lonoke Counties,0501100,0501100,Faulkner & Lonoke Counties,0500900,2010,west south central div,0,1100,01100,31.726137,68.273865,2.2105885,17.887115,90000,50000,65.508728,6.4457588,28.045515,85.8825,.48767632,13.629823,.0013504503,0,16.210253,4.9559894,35.90609,43.95031,95270,73700,44000,62800,25000,23000
"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",0501500,0501500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",0501000,2010,west south central div,0,1500,01500,18.952711,81.047287,8.9822311,17.47822,87400,39000,56.434643,5.4790859,38.086269,89.754333,1.4173474,8.8283215,3.9596901,0,61.486637,9.1023903,2.8311913,31.996294,90000,45400,42000,54500,28100,22800
Washington County,0500200,0500200,Washington County,0501100,2010,west south central div,143,200,00200,14.218022,85.781975,2.7954726,20.656515,95000,36500,56.136299,16.417957,27.445745,85.920181,.3229202,13.756898,3.2451234,0,.052749313,3.0164745,42.496037,43.672329,105600,60800,44000,48900,22900,16200
Sebastian & Crawford Counties,0501400,0501300,Sebastian & Crawford Counties,0501200,2010,west south central div,0,1300,01300,11.992729,88.007271,2.9971595,20.448601,73000,36400,59.909332,12.083014,28.007654,89.5569,2.6050954,7.8380032,.0044110911,0,38.188408,5.8548832,33.445969,46.057766,73100,60800,29700,41000,22900,16700
Southwest Arkansas,0502000,0501900,Southwest Arkansas,0501300,2010,west south central div,0,1900,01900,20.179306,79.820694,.31614253,26.425495,90000,33000,61.600475,9.994729,28.404793,87.312439,.0038080758,12.683751,.00053391384,,2.4888248,20.713095,16.870562,42.175846,94000,,51700,37000,40500,17300
Saline County,0501200,0501100,Saline County,0501400,2010,west south central div,0,1100,01100,27.793631,72.206367,2.4243023,17.009773,90000,48000,61.749165,8.1328917,30.117941,84.481827,.86760801,14.650565,.22053842,0,15.275776,5.3192263,24.497791,38.956242,95270,73700,43100,61200,25000,22300
Pulaski County (Central)--Little Rock City,0501000,0501000,Pulaski County (Central)--Little Rock City,0501501,2010,west south central div,119,1000,01000,23.239218,76.76078,9.0977049,25.77869,81080,38000,53.872818,2.4111056,43.71608,63.924278,.049312793,36.026413,.58848715,,24.208679,11.689341,9.4060411,44.044491,108000,,44000,63100,64500,17400
Pulaski County (Central)--Little Rock City,0501000,0500900,Pulaski County (Central)--Little Rock City,0501502,2010,west south central div,119,900,00900,28.781494,71.218506,5.1433811,21.477669,108000,31000,42.204525,7.1547403,50.640732,83.946358,.56260377,15.491038,5.2597532,0,4.6995549,12.0542,48.713158,25.483343,121204,76000,41200,49100,15200,23600
"Jefferson, Grant & Arkansas (Northwest) Counties",0501700,0501600,"Jefferson, Grant & Arkansas (Northwest) Counties",0501600,2010,west south central div,0,1600,01600,12.762992,87.237007,3.1814456,18.931694,80000,32000,53.042763,11.313024,35.644215,73.7547,2.8830233,23.36228,3.2013044,0,3.5113585,9.003088,14.637512,35.069542,97700,95000,33600,56000,23700,19800
"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",0501500,0501400,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",0501700,2010,west south central div,0,1400,01400,16.786047,83.213951,2.7860687,22.300348,77500,41000,49.16777,7.3277197,43.504509,95.915886,.00092333258,4.0831957,1.2439241,,39.01228,3.4912369,34.399048,41.520111,77500,,56200,54200,53000,20300
"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",0500300,0500300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",0502800,2010,west south central div,0,300,00300,17.859135,82.140869,.4880906,14.063163,63000,38020,73.669243,4.2575769,22.073181,,,,,,,,,,,,,,,
Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600103,0602403,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600101,2010,pacific division,1,2403,02403,61.799885,38.200115,9.0236683,25.299744,135000,43000,48.350163,4.8764296,46.773407,89.29818,.10086017,10.600962,10.049021,,.27886778,15.275624,.086139664,38.290462,142000,,90000,65000,84600,8200
Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600103,0602406,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600111,2010,pacific division,1,2406,02406,20.67057,79.32943,11.613313,53.978928,100000,28600,50.513245,6.8956614,42.591099,60.052757,10.339167,29.608076,7.0547438,22.96858,16.893988,43.305325,4.3816037,74.667862,128100,46000,23100,37600,58000,18000
Alameda County (North)--Berkeley & Albany Cities,0600101,0602401,Alameda County (North)--Berkeley & Albany Cities,0600112,2010,pacific division,1,2401,02401,64.480782,35.519218,12.525986,23.513468,153000,55000,58.418274,2.5518954,39.029835,84.116806,4.5870152,11.29618,12.558821,19.313513,9.5252953,16.685837,2.999012,35.074089,165100,113100,84900,101000,94000,16300
Alameda County (North Central)--Oakland City (South Central),0600104,0602404,Alameda County (North Central)--Oakland City (South Central),0600113,2010,pacific division,1,2404,02404,13.9255,86.074501,7.089541,49.966892,138000,34000,54.081409,12.752501,33.166084,79.502441,6.9425969,13.55496,6.9965029,10.793413,5.7381754,45.056492,45.365093,59.74332,147740,36000,85200,41300,40000,17400
Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600103,0602406,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,0600114,2010,pacific division,1,2406,02406,35.965256,64.034744,9.5998077,37.670109,150000,43000,59.671795,11.907072,28.421131,87.67762,6.239543,6.0828376,5.2410226,43.332447,37.825386,31.08283,38.824196,51.016975,150000,55000,36800,59000,70000,24600
"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",0600105,0602405,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",0600115,2010,pacific division,1,2405,02405,32.322342,67.677658,4.1269927,27.230431,105360,50200,65.316925,7.1053376,27.57774,80.13961,13.59697,6.2634187,5.1417336,.014308442,.071555465,22.32868,40.408035,35.444874,133000,59000,75000,65000,41500,41300
"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",0600108,0602408,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",0600116,2010,pacific division,1,2408,02408,18.204346,81.795654,10.007189,30.606703,125000,57300,62.900425,17.631527,19.468048,81.373322,3.0924647,15.534215,2.1272511,0,53.277069,19.724913,52.556385,45.886238,150000,59000,35300,76000,28200,35700
