pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_hhinc_white_noncol,puma_hhinc_hispanic_noncol,puma_hhinc_black_noncol,puma_hhinc_asian_noncol,puma_hhinc_other_noncol,puma_hhinc_white_col,puma_hhinc_hispanic_col,puma_hhinc_black_col,puma_hhinc_asian_col,puma_hhinc_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom,puma_hhinc_white_noncol_marr,puma_hhinc_white_noncol_coh,puma_hhinc_white_noncol_unpmom,puma_hhinc_hisp_noncol_marr,puma_hhinc_hisp_noncol_coh,puma_hhinc_hisp_noncol_unpmom,puma_hhinc_black_noncol_marr,puma_hhinc_black_noncol_coh,puma_hhinc_black_noncol_unpmom,puma_hhinc_asian_noncol_marr,puma_hhinc_asian_noncol_coh,puma_hhinc_asian_noncol_unpmom,puma_hhinc_other_noncol_marr,puma_hhinc_other_noncol_coh,puma_hhinc_other_noncol_unpmom,puma_hhinc_white_col_marr,puma_hhinc_white_col_coh,puma_hhinc_white_col_unpmom,puma_hhinc_hisp_col_marr,puma_hhinc_hisp_col_coh,puma_hhinc_hisp_col_unpmom,puma_hhinc_black_col_marr,puma_hhinc_black_col_coh,puma_hhinc_black_col_unpmom,puma_hhinc_asian_col_marr,puma_hhinc_asian_col_coh,puma_hhinc_asian_col_unpmom,puma_hhinc_other_col_marr,puma_hhinc_other_col_coh,puma_hhinc_other_col_unpmom
"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",3900909,3900610,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",3900709,2010,east north central div,35,610,00610,63.389725,69.325432,27.644236,65.570755,23.342663,36.610275,30.674568,72.355766,34.429245,76.657333,71.497581,2.8985507,25.603863,56.25,18.75,25,13.163064,10.609037,76.227898,100,0,0,22.222223,0,77.777779,92.972969,.27027029,6.7567563,95.454544,4.5454545,0,41.58416,4.9504952,53.465347,100,0,0,0,0,100,19.461176,.30767089,25.757343,80.862045,99.760368,2.0369995,0,24.528391,.12498313,0,55000,25000,29500,0,2500,125000,129000,42700,112000,29600,3.4060364,,42.466728,0,,,7.3283272,10.033574,31.108431,80.862045,,,,,100,.69582099,,37.817207,0,,,0,0,37.89061,.12498313,,,,,0,63500,,26700,25000,,,60000,64000,21200,0,,,,,2500,128100,,60000,129000,,,75000,31200,42700,112000,,,,,29600
"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities",3900907,3900605,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities",3900710,2010,east north central div,35,605,00605,65.413216,81.804695,33.48399,95.700264,22.290527,34.586784,18.195305,66.516006,4.299736,77.709473,74.248924,6.6523604,19.098713,61.290325,19.354837,19.354837,14.959351,9.7560968,75.284554,100,0,0,,,,91.207153,.29806259,8.4947844,92.85714,7.1428576,0,47.154472,4.0650406,48.780487,98.529411,0,1.4705882,,,,8.1586494,1.6705813,25.882206,37.477943,94.984016,2.5204265,0,8.9355507,5.9139047,,65630,25000,27000,52000,2500,139000,268000,72350,147700,,5.9200659,.0052596824,28.422731,.17474687,,,12.830901,8.7702732,29.356974,37.477943,,,,,99.835083,2.4162216,0,3.585758,0,0,,0,0,30.157673,5.9138703,,,,,,76800,42000,30000,25000,,,44470,35000,23000,52000,,,,,2500,143000,93000,41000,268000,57000,,75000,31200,42700,147700,,,,,
Geauga & Lake (South) Counties,3901200,3900703,Geauga & Lake (South) Counties,3900801,2010,east north central div,0,703,00703,31.369654,38.112797,0,85.094208,13.524057,68.630348,61.887203,100,14.905792,86.475945,79.870132,5.1948051,14.935064,,,,50,0,50,,,,100,0,0,92.441864,0,7.5581393,,,,,,,75,0,25,,,,9.2610207,,0,,0,3.4122558,,,0,,56500,,46800,,175000,106000,,,108800,,9.9595766,2.5321879,8.2722292,,,,0,,,,,,0,,,4.0246735,,0,,,,,,,0,,0,,,,63000,83400,30600,,,,46800,,,,,,175000,,,111000,,32700,,,,,,,108800,,35000,,,
"Lake County (East)--Mentor, Painesville Cities & Madison Village",3901100,3900703,"Lake County (East)--Mentor, Painesville Cities & Madison Village",3900802,2010,east north central div,0,703,00703,27.15996,.18252169,0,95.761887,,72.840042,99.817482,100,4.2381134,,79.629631,5.4012346,14.969136,68.181816,13.636364,18.181818,55.555557,0,44.444447,,,,,,,93.604652,.58139533,5.8139539,,,,,,,83.333328,0,16.666668,,,,13.51787,76.788666,30.747868,,,3.4915316,,,0,,60000,25000,4100,,,85500,,,68300,,2.6917231,23.882723,39.241348,79.379921,0,97.981033,0,,49.924076,,,,,,,2.2481785,0,24.445034,,,,,,,0,,,,,,73250,33000,30600,20750,25000,28500,38000,,4100,,,,,,,85500,134000,73000,,,,,,,68300,,,,,
Geauga & Lake (South) Counties,3901200,3900703,Geauga & Lake (South) Counties,3900900,2010,east north central div,0,703,00703,26.086594,11.089331,0,0,23.407625,73.913406,88.910667,100,100,76.592377,74.666664,8.5333328,16.799999,40,40,20,57.14286,0,42.857143,0,0,100,80,0,20,93.197281,2.0408163,4.7619047,100,0,0,,,,,,,100,0,0,10.871614,27.646545,52.061249,0,23.312286,11.102257,0,,,0,53600,45500,4000,129000,55700,110000,120000,,,86400,9.5618877,2.6925585,19.637121,0,0,100,0,,100,,,0,0,,100,6.1330628,82.739212,27.688929,0,,,,,,,,,0,,,60000,42650,42000,92400,45500,0,17100,,4000,,,129000,175000,,14600,120500,16400,59000,120000,,,,,,,,,86400,,
"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901500,3900903,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901001,2010,east north central div,0,903,00903,22.369066,.10522462,14.01698,99.923401,.028339623,77.630936,99.894775,85.983017,.076599121,99.971657,68.659599,10.896817,20.443586,74.418602,4.6511626,20.930233,,,,,,,76.92308,0,23.076923,87.560974,2.195122,10.243902,,,,,,,100,0,0,,,,10.064219,.50922847,39.718479,,0,5.648324,,,0,,46500,42000,11200,,45000,86000,,,183000,,2.6684754,48.808453,20.447258,.10067504,,,,,45.57473,,,,0,,,.020494919,0,94.026276,,,,,,,0,,,,,,60000,19400,19700,42000,,,,,11200,,,,45000,,,93000,85800,3600,,,,,,,183000,,,,,
"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901500,3900903,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901002,2010,east north central div,0,903,00903,23.411392,.032507014,16.425514,,0,76.588608,99.967491,83.574486,,100,67.201164,11.224489,21.574345,72.222221,2.7777779,25,27.55102,8.1632652,64.285713,,,,76.92308,0,23.076923,88.808662,1.8050542,9.386282,,,,57.14286,0,42.857143,,,,,,,26.309263,9.9653511,45.07526,,0,4.2682109,,0,,,28000,67000,11200,,32000,76200,,81200,,,15.007143,32.089142,44.750778,.035454061,,77.877251,43.810524,0,51.17104,,,,0,,,.020139541,,34.313438,,,,0,,0,,,,,,,38000,28000,21600,67000,,1100,32000,26600,11200,,,,32000,,,89010,,29700,,,,81200,,44000,,,,,,
"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901500,3900903,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901003,2010,east north central div,0,903,00903,33.781059,14.688759,3.6775265,100,0,66.218941,85.311241,96.322472,0,100,71.686745,9.0361443,19.277107,53.846157,0,46.153847,23.188406,5.7971015,71.014496,,,,25,0,75,91.25,0,8.75,100,0,0,0,0,100,100,0,0,,,,8.8122606,58.740158,19.766109,,0,13.010824,71.646339,0,0,,53000,9000,25000,,26210,94500,16700,65600,415000,,2.1021476,29.874998,27.229891,30.232557,,92.439857,7.3107047,0,25.93745,,,,0,,0,12.837198,,15.448504,71.646339,,,,,0,0,,,,,,65000,24000,33600,76900,,1000,25000,23000,24000,,,,74300,,26210,100000,,31000,16700,,,,,65600,415000,,,,,
Portage County,3901700,3901000,Portage County,3901100,2010,east north central div,133,1000,01000,28.604639,0,,78.398117,99.99305,71.395363,100,,21.601883,.0069503784,69.572655,12.307693,18.119659,89.473686,10.526316,0,,,,100,0,0,,,,87.755104,3.6734693,8.5714293,,,,,,,100,0,0,0,0,100,15.044013,0,,0,,.00071426685,,,0,0,46800,119000,,92000,,83000,,,132000,177700,14.156951,.003324857,30.080648,0,,,,,,0,,,,,,0,0,.0081461845,,,,,,,0,,,,,0,60500,45830,34000,119000,,,,,,92000,,,,,,83000,95010,58010,,,,,,,132000,,,,,177700
"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",3901801,3901101,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",3901201,2010,east north central div,153,1101,01101,73.389565,33.976421,58.149666,89.849007,98.872803,26.610435,66.023575,41.850334,10.150993,1.1271973,80,4,16,60.000004,40,0,20.930233,11.627908,67.441864,100,0,0,,,,91.463417,1.2195121,7.3170729,100,0,0,75,0,25,100,0,0,88.888893,0,11.111112,14.826876,0,3.7233331,2.6096635,,3.084908,0,0,0,0,89004,105600,90800,210000,,111000,300010,133800,155000,115000,12.099636,2.3548479,31.070604,0,0,,.23629947,0,13.348433,2.6096635,,,,,,1.6355613,0,23.110699,0,,,0,,0,0,,,0,,,98550,323000,21600,34000,105600,,93000,30000,90800,210000,,,,,,129000,271650,45600,300010,,,133800,,79000,155000,,,115000,,
Summit County (Central)--Akron City (East),3901803,3901102,Summit County (Central)--Akron City (East),3901202,2010,east north central div,153,1102,01102,49.624287,68.926033,12.104545,46.050251,36.297218,50.375713,31.073967,87.895454,53.949749,63.702782,73.06562,8.6190004,18.315376,,,,16.59919,8.5020247,74.898788,100,0,0,41.666664,0,58.333332,87.466309,1.3477089,11.185984,,,,38.297874,31.914892,29.787233,100,0,0,89.655174,0,10.344828,15.165194,,49.051849,99.60482,.28388295,8.5053701,0,0,0,0,61000,,18000,0,79500,98900,57700,65000,86300,128210,6.4907312,20.212547,51.260281,,,,9.1605339,3.6165063,58.495094,99.60482,,,0,,1.895082,3.4749858,91.925125,20.446049,0,,,0,,0,0,,,0,,,66000,56200,14000,,,,66500,36000,15000,0,,,79500,,19900,114800,68670,38000,57700,,,65000,,42600,86300,,,128210,,
Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,3901804,3901201,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,3901203,2010,east north central div,153,1201,01201,25.526455,12.777042,10.712279,18.723227,31.270298,74.473541,87.222961,89.28772,81.276772,68.729706,73.368988,8.2352943,18.395721,90.476189,9.5238094,0,16.826923,8.1730766,75,100,0,0,39.285713,0,60.714287,88.500725,1.1644833,10.334789,100,0,0,45,25,30.000002,100,0,0,88.888893,0,11.111112,30.688751,0,41.632374,99.987526,18.554071,7.8680902,0,0,0,0,27000,19700,15000,5400,45000,82080,57700,50000,48000,50000,28.363436,32.32357,38.419197,0,,,3.6097674,49.31414,48.223225,99.987526,,,0,,20.695324,6.1831236,17.261251,19.63785,0,,,0,0,0,0,,,0,,0,27000,34000,16300,19700,,,66500,29000,12500,5400,,,199000,,41300,85000,92000,38000,57700,,,65000,50000,42600,48000,,,50000,,25600
Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,3901804,3901103,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,3901204,2010,east north central div,153,1103,01103,36.539253,27.632757,.51351011,43.04018,30.507622,63.460747,72.367241,99.486488,56.95982,69.492378,72.073921,8.9322376,18.993839,75,18.75,6.25,17.085426,7.0351758,75.879395,,,,,,,87.384048,1.2987013,11.317254,100,0,0,,,,,,,,,,12.866831,.010770744,4.787919,100,.074981891,5.4804487,0,,0,0,53000,57300,44200,0,79500,104000,91700,,86300,128210,.98154461,51.871918,51.961369,0,,,,,4.7669034,100,,,0,,,2.2466962,,38.121849,0,,,,,,0,,,0,,,67700,25900,18000,57300,,,,,44200,0,,,79500,,,105540,,38000,91700,,,,,,86300,,,128210,,
Medina County,3901900,3901300,Medina County,3901300,2010,east north central div,103,1300,01300,31.028179,80.129585,,79.921982,39.900867,68.971817,19.870415,,20.078018,60.099133,76.817284,7.8585463,15.324165,0,83.333328,16.666668,,,,100,0,0,33.333336,0,66.666672,91.428574,1.904762,6.666667,100,0,0,,,,100,0,0,100,0,0,6.7007704,.12291366,,0,0,0,0,,0,0,72500,54000,,218001,74000,105000,40600,,317000,75030,4.4113569,.050597858,23.414675,,.12298044,,,,,0,,,0,,0,0,0,0,0,,,,,,0,,,0,,,77000,103800,20800,,54000,,,,,218001,,,70220,,74000,105000,108300,37500,40600,,,,,,317000,,,75030,,
Wayne County,3902000,3902100,Wayne County,3901400,2010,east north central div,169,2100,02100,18.620253,42.375599,0,100,,81.379745,57.624401,100,0,,70.967743,9.2165899,19.815668,0,75,25,100,0,0,,,,,,,96.55172,0,3.4482758,100,0,0,,,,100,0,0,,,,19.514542,69.359329,0,,,0,0,,0,,55000,6000,60350,,,90000,66000,,455000,,.59064698,60.26767,54.126263,,100,0,0,,,,,,,,,0,,0,0,,,,,,0,,,,,,63060,19600,20000,,6000,6100,60350,,,,,,,,,90000,,63610,66000,,,,,,455000,,,,,
Wayne County,3902000,3902100,Wayne County,3901500,2010,east north central div,169,2100,02100,17.266043,24.514009,.0034812794,3.647644,34.118824,82.733955,75.485992,99.996521,96.352356,65.88118,73.395821,7.2098055,19.394377,61.538464,23.076923,15.384616,60.000004,0,40,100,0,0,80,0,20,91.284409,0,8.7155962,76.92308,0,23.076923,,,,,,,100,0,0,17.903605,49.020855,0,.014788774,0,9.4867706,0,,,0,39000,22000,77000,73300,87600,80500,19000,,,104000,12.651616,45.350952,31.888771,40.678509,.10828619,92.135544,0,,,.014788774,,,0,,,10.865938,,3.3340487,0,,0,,,,,,,0,,,40600,32000,20000,34000,79800,0,77000,,,73300,,,87600,,,95200,,53004,98000,,19000,,,,,,,104000,,
Richland County,3902200,3902000,Richland County,3901600,2010,east north central div,139,2000,02000,26.162836,0,12.177986,100,0,73.837166,100,87.822014,0,100,66.489365,7.978723,25.531916,33.333336,0,66.666672,40,10,50,,,,0,0,100,96.491226,1.7543859,1.7543859,,,,100,0,0,100,0,0,,,,13.250418,0,39.466667,,0,0,,0,100,,43800,25500,26000,,14204,79900,,51600,26000,,5.5582566,14.126985,32.126331,0,,0,0,0,86.71875,,,,,,0,0,0,0,,,,0,,,100,,,,,,49800,62900,24000,23600,,25500,65000,26000,6600,,,,,,14204,79900,49300,106000,,,,51600,,,26000,,,,,
"Seneca, Crawford & Wyandot Counties",3902300,3901500,"Seneca, Crawford & Wyandot Counties",3901700,2010,east north central div,0,1500,01500,22.723852,13.192113,17.266672,17.889395,0,77.276146,86.807884,82.73333,82.110603,100,60.337555,15.400844,24.261602,37.5,12.5,50,16.666668,66.666672,16.666668,75,25,0,100,0,0,88.194443,2.0833335,9.7222223,75,25,0,100,0,0,100,0,0,,,,15.549461,18.724197,0,0,0,0,0,0,0,,51000,34510,17500,81000,57300,100000,81000,69600,77000,,1.765479,24.84586,37.499168,44.11274,0,28.031673,,0,0,0,,,0,,,0,,0,0,,,0,,,0,,,,,,64300,45000,23000,65000,34510,20000,,17500,47600,47200,,,57300,,,104400,,60000,81000,,,69600,,,77000,,,,,
"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities",3900300,3900201,"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities",3901800,2010,east north central div,0,201,00201,37.018482,2.2321212,13.188006,90.086273,45.506641,62.981518,97.767876,86.811996,9.9137268,54.493359,69.473686,7.3065014,23.219814,56.849312,8.2191782,34.931507,38.181816,6.363636,55.454548,,,,69.230774,3.846154,26.923079,90.709045,1.2224939,8.0684595,,,,68.181816,0,31.818182,100,0,0,100,0,0,12.496465,25.172523,34.855453,0,61.018436,2.1283665,.82054704,0,0,0,50400,40000,31000,70000,15000,100000,81330,160400,148500,88000,5.8912387,19.22591,28.976429,16.214964,.47524208,33.900364,6.3460479,,67.539726,0,,,70.921822,,1.0029787,.78003478,0,19.205717,0,,,0,,,0,,,0,,,65000,38200,22000,36000,40000,49000,77800,,10000,70000,,,15000,,80100,106000,102000,46000,81330,,,160400,,,148500,,,88000,,
"Logan, Champaign & Hardin Counties",3902700,3901800,"Logan, Champaign & Hardin Counties",3901900,2010,east north central div,0,1800,01800,25.107172,14.636382,0,4.607523,0,74.89283,85.363617,100,95.392479,100,68.235298,12.470588,19.294117,37.037037,11.111112,51.851852,0,66.666672,33.333336,71.428574,28.57143,0,66.666672,0,33.333336,92.526695,1.7793593,5.6939502,85.714287,14.285715,0,,,,,,,,,,15.388791,6.6170864,4.5837951,0,0,0,0,,,,50000,31000,17500,81000,43000,93060,81000,,,,9.499115,22.099173,28.166878,8.2806025,0,10.385635,,0,14.296691,0,,,,,,0,,0,0,,,,,,,,,,,,62000,36600,23500,65000,34510,8400,,17500,47600,47200,,,,,,99000,,60000,81000,,,,,,,,,,,
Allen County,3902500,3901700,Allen County,3902000,2010,east north central div,0,1700,01700,21.194796,0,9.270752,94.298241,8.4467125,78.805206,100,90.729248,5.7017593,91.553284,72.064774,10.121457,17.813765,75,0,25,15.789473,0,84.210526,,,,83.333328,0,16.666668,96.511627,1.1627907,2.3255813,,,,0,0,100,100,0,0,100,0,0,19.234365,44.783306,36.297562,,0,.44687191,,0,0,0,50000,55000,14400,,44100,90000,,57000,70600,74000,10.646677,12.559618,41.661205,0,,100,0,,41.576885,,,,0,,0,.45910561,,0,,,,,,0,0,,,0,,,63000,40000,14000,55000,,10400,89000,,12900,,,,44100,,18830,90000,,26900,,,,,,57000,70600,,,74000,,
"Auglaize, Mercer & Van Wert Counties",3902600,3901600,"Auglaize, Mercer & Van Wert Counties",3902100,2010,east north central div,0,1600,01600,20.582752,10.786779,8.226388,95.641876,6.5687633,79.417252,89.213219,91.773613,4.3581238,93.431236,70.843376,10.240964,18.915663,56.25,0,43.75,15.000001,0,85,,,,77.777779,0,22.222223,94.339622,2.2641511,3.3962264,,,,,,,100,0,0,,,,16.943367,14.387913,44.116997,,0,.051765259,,,0,,40100,8400,12900,,44100,90000,,,50000,,15.368212,16.72191,22.267675,8.7152328,,16.139647,,,49.647255,,,,0,,0,.056099527,0,0,,,,,,,0,,,,,,54000,35000,25200,55000,,8400,,,12900,,,,44100,,43000,89000,32000,100000,,,,,,,50000,,,,,
"Darke, Shelby & Preble Counties",3904500,3902900,"Darke, Shelby & Preble Counties",3902200,2010,east north central div,0,2900,02900,16.565014,37.549408,,100,0,83.434982,62.450592,,0,100,68.20652,12.771739,19.02174,100,0,0,,,,,,,100,0,0,91.578949,0,8.4210529,100,0,0,,,,100,0,0,,,,13.809281,33.544304,,,0,0,0,,100,,44000,31800,,,88500,72000,153114,,28000,,5.4753056,7.0318885,41.704182,33.544304,,,,,,,,,0,,,0,,0,0,,,,,,100,,,,,,51600,44000,13200,31800,,,,,,,,,88500,,,80000,,42000,153114,,,,,,28000,,,,,
Miami County,3904400,3903001,Miami County,3902300,2010,east north central div,0,3001,03001,27.797318,0,0,100,,72.202682,100,100,0,,84.34343,3.030303,12.626262,75,0,25,0,50,50,,,,,,,96,0,4,,,,,,,100,0,0,,,,12.147453,0,0,,,0,,,0,,51600,31400,16000,,,114000,,,89050,,8.0506363,0,42.940037,0,,0,,0,0,,,,,,,0,,0,,,,,,,0,,,,,,51600,56000,21200,31400,,31400,,10600,16000,,,,,,,115701,,90000,,,,,,,89050,,,,,
Clark County,3904300,3903002,Clark County,3902400,2010,east north central div,0,3002,03002,14.78284,22.63588,7.1834455,6.1848903,0,85.217163,77.36412,92.816551,93.815109,100,73.979591,5.3571429,20.663265,54.545456,0,45.454548,33.333336,19.047619,47.619049,100,0,0,100,0,0,94.400002,2.4000001,3.2,0,0,100,66.666672,0,33.333336,,,,,,,20.8818,98.930183,25.36982,0,0,0,0,0,,,35000,7300,22000,72000,40400,100500,34000,22000,,,9.765645,23.036007,41.796345,98.419044,,99.331963,0,96.707001,35.604679,0,,,0,,,0,0,0,,,0,0,,0,,,,,,,51100,20000,20000,400,,7300,22000,4000,32000,72000,,,40400,,,100500,116600,38000,,,34000,129000,,22000,,,,,,
"Pickaway, Union & Madison Counties",3904200,3902800,"Pickaway, Union & Madison Counties",3902500,2010,east north central div,0,2800,02800,22.767454,,100,51.625488,68.86792,77.232544,,0,48.374512,31.13208,77.727272,7.727273,14.545454,,,,,,,100,0,0,,,,98.809525,0,1.1904762,,,,100,0,0,100,0,0,0,100,0,14.821302,,,0,,0,,0,0,0,50000,,,48000,,120800,,99000,106000,19700,9.0488176,36.661026,33.613651,,,,,,,0,,,,,,0,,0,,,,0,,,0,,,,0,,67000,33000,28300,,,,,,,48000,,,,,,120200,,156200,,,,99000,,,106000,,,,19700,
"Marion, Knox & Morrow Counties",3902800,3902600,"Marion, Knox & Morrow Counties",3902600,2010,east north central div,0,2600,02600,11.880552,0,90.128525,55.940735,.03651543,88.119446,100,9.8714752,44.059265,99.963486,69.295776,7.1830988,23.521128,47.058823,29.411766,23.529411,,,,84.615387,15.384616,0,93.75,0,6.25,88.235298,2.4509804,9.3137255,,,,90,0,10,80,0,20,,,,21.268707,70.329346,0,0,0,.87822694,,0,0,,42000,3920,53020,70000,57300,104000,,69600,77000,,10.596908,31.685364,42.881668,79.327049,0,100,0,,,0,,,0,,,.0030295569,0,9.2829905,,,,0,,,0,,,,,,48000,45000,18200,3920,79800,730,53020,,,70000,,,57300,,,110300,99000,76000,,,,69600,,,77000,,,,,
Stark County (West)--Massillon City,3903100,3902201,Stark County (West)--Massillon City,3902701,2010,east north central div,0,2201,02201,27.406063,,45.430107,100,0,72.593933,,54.569893,0,100,67.724869,11.111112,21.164021,,,,0,0,100,,,,0,0,100,87.692307,0,12.307693,,,,100,0,0,100,0,0,,,,17.890505,,50.985222,,0,8.1858721,,0,0,,48000,,10600,,105500,110410,,60000,295000,,5.6789474,41.926037,35.642857,,,,,,50.985222,,,,,,0,0,,39.268459,,,,0,,,0,,,,,,55000,23000,17000,,,,,,10600,,,,,,105500,127000,,28000,,,,60000,,,295000,,,,,
Stark County (Central)--Canton & North Canton Cities,3903200,3902202,Stark County (Central)--Canton & North Canton Cities,3902702,2010,east north central div,0,2202,02202,23.014219,0,9.9669886,,0,76.985779,100,90.033012,,100,64.240509,12.658228,23.101265,0,0,100,9.2592592,0,90.740738,,,,0,0,100,87.826088,0,12.173913,,,,50,50,0,,,,,,,14.794117,0,75.800308,,0,0,,0,,,35000,26400,17000,,14000,85780,,44000,,,4.2138739,32.034634,29.191875,,,0,0,,80.439987,,,,,,0,0,,0,,,,0,0,,,,,,,,48000,39700,22000,,,26400,75000,,17000,,,,,,14000,85780,,35800,,,,209000,44000,,,,,,,
Stark County (East) & Carroll County--Alliance City,3903300,3902203,Stark County (East) & Carroll County--Alliance City,3902703,2010,east north central div,0,2203,02203,30.022739,39.452381,100,69.318733,0,69.977264,60.547619,0,30.681267,100,68.627457,11.372549,20,84.615387,15.384616,0,,,,100,0,0,71.428574,0,28.57143,89.215683,1.6339871,9.1503267,100,0,0,50,0,50,100,0,0,,,,10.12378,0,,0,76.198151,5.4432826,100,0,0,,51800,41950,,44000,10100,79000,25000,17000,101990,,.62069154,33.532936,25.492577,,0,,,,,0,,,76.198151,,,0,,83.690445,100,,,,,0,0,,,,,,66500,38000,29400,,41950,,,,,44000,,,10100,,,82000,,11770,25000,,,,,17000,101990,,,,,
Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,3901400,3901000,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,3902800,2010,east north central div,133,1000,01000,17.819254,,57.254135,.17366494,31.211926,82.180748,,42.745865,99.826332,68.788071,67.746117,10.621761,21.632124,,,,33.333336,0,66.666672,100,0,0,100,0,0,84.799995,2.8000002,12.4,,,,66.666672,0,33.333336,,,,,,,16.403883,,82.687927,0,0,.0058356831,,0,,,37600,,200,120700,18500,78250,,59000,,,10.49089,23.526487,31.751839,,,,,,100,0,,,0,,,0,0,.030760167,,,,0,,,,,,,,,44000,36500,16000,,,,,,200,120700,,,18500,,,81600,87000,48000,,,,59000,,,,,,,,
"Holmes, Guernsey & Coshocton Counties",3902900,3902600,"Holmes, Guernsey & Coshocton Counties",3902900,2010,east north central div,0,2600,02600,17.262197,99.978149,,,0,82.737801,.021850586,,,100,73.591164,6.2983422,20.110497,,,,,,,,,,100,0,0,93.069305,0,6.9306931,50,0,50,,,,,,,,,,17.983707,,,,0,.61430997,0,,,,34000,,,,49000,80500,33000,,,,13.818664,41.221504,23.659588,,,,,,,,,,0,,,.7857278,,.0026953127,0,,0,,,,,,,,,,41000,21700,19300,,,,,,,,,,49000,,,88000,,33200,159500,,33000,,,,,,,,,
"Holmes, Guernsey & Coshocton Counties",3902900,3902600,"Holmes, Guernsey & Coshocton Counties",3903000,2010,east north central div,0,2600,02600,16.521416,26.347557,54.918896,28.6371,13.797156,83.478584,73.652443,45.081104,71.3629,86.202843,70.582428,7.6999016,21.71767,16.666668,83.333328,0,60.000004,0,40,100,0,0,76.92308,0,23.076923,88.938049,.88495576,10.176991,,,,66.666672,0,33.333336,,,,,,,18.944874,0,75.206711,0,0,1.2244384,,0,,,40000,71000,200,35600,42500,89000,,59000,,,11.308923,28.894732,36.918888,,0,,0,,100,0,,,0,,,.075557917,0,9.4650955,,,,0,,,,,,,,,47000,42000,19300,,71000,,36690,,200,35600,,,49000,,,98600,87000,46000,,,,59000,,,,,,,,
